id,name,symbol,image
5df45553-ca41-4567-afe2-8077d54992cc,The HUSL,HUSL,https://s2.coinmarketcap.com/static/img/coins/128x128/11448.png
9e79e939-dc11-445e-91b9-1e0ec35180fd,The Sandbox,SAND,https://s2.coinmarketcap.com/static/img/coins/128x128/6210.png
8c28c829-ac6b-45e8-9cc0-47441be493e1,UFO Gaming,UFO,https://s2.coinmarketcap.com/static/img/coins/128x128/10729.png
3f548a16-866f-4e2c-b3e9-5df6d32d9083,Ultra,UOS,https://s2.coinmarketcap.com/static/img/coins/128x128/4189.png
bce4e0be-b5c2-4f75-aa27-9c2631418558,Vidya,VIDYA,https://s2.coinmarketcap.com/static/img/coins/128x128/6709.png
7a532850-9ec9-4780-94ad-d2759dc1c5cf,WAX,WAXP,https://s2.coinmarketcap.com/static/img/coins/128x128/2300.png
ee667b5c-2eed-417a-b472-cf7a5af44a8f,WEMIX,WEMIX,https://s2.coinmarketcap.com/static/img/coins/128x128/7548.png
666b535c-530a-4f32-a7aa-21905cb5b9b7,Wilder World,WILD,https://s2.coinmarketcap.com/static/img/coins/128x128/9674.png
50d82ac0-c63a-4c7b-9f7b-d6113ae46617,X World Games,XWG,https://s2.coinmarketcap.com/static/img/coins/128x128/9461.png
e39a2a75-3b24-4235-8abb-cda6d2c91b55,XCarnival,XCV,https://s2.coinmarketcap.com/static/img/coins/128x128/10622.png
7234c1e3-87f4-4a15-b023-daf350f17429,Xaya,CHI,https://s2.coinmarketcap.com/static/img/coins/128x128/5541.png
e6ca0755-75f7-41c1-b354-4a0de9867c0b,Yield Guild Games,YGG,https://s2.coinmarketcap.com/static/img/coins/128x128/10688.png
4315622d-ca20-4ac1-96ee-8667d8b81797,YooShi,YOOSHI,https://s2.coinmarketcap.com/static/img/coins/128x128/9892.png
