timestamp,id,days_until_halving,week_sin,week_cos,month_sin,month_cos
2024-10-29,06963e10-2042-41d3-9583-acb4135460dc,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,06963e10-2042-41d3-9583-acb4135460dc,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,06963e10-2042-41d3-9583-acb4135460dc,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,06963e10-2042-41d3-9583-acb4135460dc,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,06963e10-2042-41d3-9583-acb4135460dc,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
2024-11-03,06963e10-2042-41d3-9583-acb4135460dc,1.3806786139599208,0.4338837391185353,-0.9009688679019485,0.7818314824681989,-0.6234898018585215
2024-10-29,0844705f-10ed-42ca-b483-914b7d59e351,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,0844705f-10ed-42ca-b483-914b7d59e351,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,0844705f-10ed-42ca-b483-914b7d59e351,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,0844705f-10ed-42ca-b483-914b7d59e351,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,0844705f-10ed-42ca-b483-914b7d59e351,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
2024-11-03,0844705f-10ed-42ca-b483-914b7d59e351,1.3806786139599208,0.4338837391185353,-0.9009688679019485,0.7818314824681989,-0.6234898018585215
2024-10-29,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
2024-11-03,10e910bd-6f50-4085-bd78-fbbcde408d28,1.3806786139599208,0.4338837391185353,-0.9009688679019485,0.7818314824681989,-0.6234898018585215
2024-10-29,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
2024-11-03,1ae14641-7365-4be1-9bb9-c86ab07715b3,1.3806786139599208,0.4338837391185353,-0.9009688679019485,0.7818314824681989,-0.6234898018585215
2024-10-29,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
2024-11-03,2150225f-b2f2-4b59-bc68-001aa8ae4666,1.3806786139599208,0.4338837391185353,-0.9009688679019485,0.7818314824681989,-0.6234898018585215
2024-10-29,246715d6-065f-475e-8026-3e0a201c7e33,1.3925939811779604,-0.9749279121818242,-0.2225209339563117,0.9009688679024195,0.4338837391175575
2024-10-30,246715d6-065f-475e-8026-3e0a201c7e33,1.3902109077343525,-0.7818314824686173,0.6234898018579969,0.9749279121817712,0.22252093395654407
2024-10-31,246715d6-065f-475e-8026-3e0a201c7e33,1.3878278342907444,-1.887349267191483e-12,1.0,1.0,4.718373167978707e-13
2024-11-01,246715d6-065f-475e-8026-3e0a201c7e33,1.3854447608471365,0.7818314824685321,0.6234898018581037,0.9749279121817788,-0.22252093395651074
2024-11-02,246715d6-065f-475e-8026-3e0a201c7e33,1.3830616874035286,0.9749279121818546,-0.22252093395617842,0.9009688679024342,-0.4338837391175267
