id,marketcap
9ccb430a-8884-451c-b382-49a4a0c81f61,775938
9e79e939-dc11-445e-91b9-1e0ec35180fd,637175277
9fb6e340-7969-4047-86ae-d60cb11a70ad,1383345089
a1784d78-05c5-4fb9-95b2-941b9574a8f2,1827757
a252b851-675b-4244-a655-3a773ec53584,48382188
a3a20209-36b2-4d3d-94d1-d085f533a4a3,124560
a3a65b10-ea76-4cfe-a22a-22bb8455aa99,16703607
a8ef4bc2-b81f-408b-99a8-faef416e1234,17913194
a98165fb-f93b-4a46-8ac3-ea61f14ebe59,907794435
abb61f82-3489-4368-bf0b-407a96a42a49,446452
adb1789e-2062-44eb-a285-9235e949bb55,91234006
affc6d47-8c0b-4369-9808-70a0fe3ad8d1,107063
b189d76c-98a1-4b07-868c-eb2460b9f3dc,216619548
b3b59d2b-dd1e-4ce6-ae35-4a0bae861f9d,142422
b3eeb034-1d5b-4e73-9218-c4cf61d4423d,60399867
b8323e1e-bdaa-4370-afd9-16f1fc56a2a7,55531
bce4e0be-b5c2-4f75-aa27-9c2631418558,2596036
c1b6fdae-1b30-462b-b47d-3f14e212e826,1847914
c1d1a22d-6776-4dd4-bb17-69965948c642,1567177
c2278b42-2ae4-4c4e-9aa8-ea7c6123b0a7,103082
c2973207-8df8-4210-82e7-1693d55c7ec5,5471009
c2b6aa74-ad3c-4b6d-8ddb-d649fadf27ae,6637325
c4630d75-cb40-4faa-b741-a66ae67f3033,210985635
c56695c3-af0c-4c31-baec-630e0aae4cfe,142696373
c5e016fd-f608-47bc-b5a9-d326135a9896,1542
c70d3af0-331f-4c18-b2bc-9b636f13b961,81064121
c80411ec-cb08-420c-964d-82fea28e769a,31970720
c945198e-88f1-416d-abc5-e4cb465be078,140300
d08e692f-7064-4406-9789-98e688699479,64403564
dd32a002-d816-4592-ba34-d43aab08255f,324839
def04c24-d3a3-4b80-8eb1-98f9a91c80c9,1
e399a238-6810-4ad4-93d9-24f110e85cdb,8195448
e5d6cff1-5f6b-4468-98d6-84354d1704d0,43860756
e6ca0755-75f7-41c1-b354-4a0de9867c0b,190131798
ed71d843-ae9e-49cf-bdc0-8ca74576c8f0,215640
ee667b5c-2eed-417a-b472-cf7a5af44a8f,349637473
f14d3862-f857-4705-8fda-40da9c7aa198,534047
f5bf148f-d833-408a-83eb-50e12d2139ee,3722365
fa6ba615-5aa8-4d70-bf6c-b9f16a437586,7381
fc58d32a-af0e-43db-be43-2ad2f257151c,22926184
4315622d-ca20-4ac1-96ee-8667d8b81797,5039728
8b4ba1e4-6a45-4738-9695-cbe7388760cf,955393
c5062f88-c5a4-4d4b-b313-8e9682150d46,26867282
e39a2a75-3b24-4235-8abb-cda6d2c91b55,823932
def04c24-d3a3-4b80-8eb1-98f9a91c80c9,384678
