id,name,symbol,image
27e623a1-bca0-461d-8ca4-90db9a4c3eee,Numbers Protocol,NUM,https://s2.coinmarketcap.com/static/img/coins/128x128/13521.png
bc49d919-2925-472d-8bef-e189c0059ccc,Numeraire,NMR,https://s2.coinmarketcap.com/static/img/coins/128x128/1732.png
e0b5d4c5-045f-4b26-8baf-d527ab815227,Ojamu,OJA,https://s2.coinmarketcap.com/static/img/coins/128x128/12778.png
19e9aefe-520d-4f30-b24f-de479e6c14d7,Only1,LIKE,https://s2.coinmarketcap.com/static/img/coins/128x128/10891.png
eb9e9e28-13b8-4355-a70b-d4ae2a4ba724,Oraichain,ORAI,https://s2.coinmarketcap.com/static/img/coins/128x128/7533.png
1f34fd87-5598-40e7-ac78-7efd6bd28bdd,PARSIQ,PRQ,https://s2.coinmarketcap.com/static/img/coins/128x128/5410.png
89f3395b-5c69-4e06-8abc-8799bf4badd8,Pawtocol,UPI,https://s2.coinmarketcap.com/static/img/coins/128x128/5086.png
490aeb9f-fdf1-4bea-a002-2b294cff0454,Phala Network,PHA,https://s2.coinmarketcap.com/static/img/coins/128x128/6841.png
8b88329d-a168-4590-a664-110db3c90308,Phantasma,SOUL,https://s2.coinmarketcap.com/static/img/coins/128x128/2827.png
73896fb1-b8d9-4a36-bcbb-5f9a98a55ab6,PolkaBridge,PBR,https://s2.coinmarketcap.com/static/img/coins/128x128/8320.png
f59f39ff-5230-42bb-acce-7767dc84cd83,Presearch,PRE,https://s2.coinmarketcap.com/static/img/coins/128x128/2245.png
050cd820-2c82-4222-892c-e6f2859625c7,ROOBEE,ROOBEE,https://s2.coinmarketcap.com/static/img/coins/128x128/4804.png
1c4b99df-6f74-423e-88e5-653b6cdd3c83,Raze Network,RAZE,https://s2.coinmarketcap.com/static/img/coins/128x128/9173.png
1e389c02-0a09-4b57-9c50-3a74bca12e4f,Render,RENDER,https://s2.coinmarketcap.com/static/img/coins/128x128/5690.png
0432c2ca-0dc4-44c5-bf0c-a2feaa4b3130,SENATE,SENATE,https://s2.coinmarketcap.com/static/img/coins/128x128/15240.png
f057b926-d44e-4eb4-a802-27ca5231bec2,SingularityDAO,SDAO,https://s2.coinmarketcap.com/static/img/coins/128x128/9638.png
172a1e9a-f56c-4386-85e1-093d801e4e93,Streamr,DATA,https://s2.coinmarketcap.com/static/img/coins/128x128/2143.png
04ad4e18-9643-458b-b805-e2d767a161e4,Swash,SWASH,https://s2.coinmarketcap.com/static/img/coins/128x128/12148.png
b4fa89b6-1563-4422-845b-a718d7c07cba,Synesis One,SNS,https://s2.coinmarketcap.com/static/img/coins/128x128/17231.png
fcb726c7-364f-4252-8ee8-70b0bbbd8791,The Graph,GRT,https://s2.coinmarketcap.com/static/img/coins/128x128/6719.png
ddb361c5-0827-4324-a9ba-ee4fdbf475d9,Theta Network,THETA,https://s2.coinmarketcap.com/static/img/coins/128x128/2416.png
1bc28038-aa5b-4e3d-9ad9-eaf8cbfed677,TokenFi,TOKEN,https://s2.coinmarketcap.com/static/img/coins/128x128/28299.png
69469e96-c2a4-444e-9817-8972476e3a09,Triall,TRL,https://s2.coinmarketcap.com/static/img/coins/128x128/9826.png
da0820ee-7fb0-430c-a5b9-fa5dbaf72e47,TrustVerse,TRV,https://s2.coinmarketcap.com/static/img/coins/128x128/4060.png
0d8b00d2-9e0a-4489-891b-6e663a6fcd10,Turbo,TURBO,https://s2.coinmarketcap.com/static/img/coins/128x128/24911.png
d0811fcb-3fcc-41e5-b0f6-cd996b40721e,Vectorspace AI,VXV,https://s2.coinmarketcap.com/static/img/coins/128x128/4441.png
9bb73af8-6ad9-4825-b17c-4ccc6a8fbcf8,Verasity,VRA,https://s2.coinmarketcap.com/static/img/coins/128x128/3816.png
e5d6cff1-5f6b-4468-98d6-84354d1704d0,Victoria VR,VR,https://s2.coinmarketcap.com/static/img/coins/128x128/14822.png
8bfe9f6f-e656-4d44-8f9d-1a78a93a2597,Zignaly,ZIG,https://s2.coinmarketcap.com/static/img/coins/128x128/9260.png
2f7fe228-05a7-4b72-887d-1c2c23d031fa,aiRight,AIRI,https://s2.coinmarketcap.com/static/img/coins/128x128/11563.png
6a44ac10-0d34-4cf2-a947-53d8bdd54f10,dKargo,DKA,https://s2.coinmarketcap.com/static/img/coins/128x128/5908.png
d1f48a57-2c48-4512-abd6-90e8c29e5aba,iExec RLC,RLC,https://s2.coinmarketcap.com/static/img/coins/128x128/1637.png
ff9c05cd-d3f6-4495-b8d6-7e6530a6dcab,inSure DeFi,SURE,https://s2.coinmarketcap.com/static/img/coins/128x128/5113.png
56ec7b37-b0ca-42a3-b156-281217d57dea,io.net,IO,https://s2.coinmarketcap.com/static/img/coins/128x128/29835.png
