id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,cmc_rank,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
13632,Genopets,GENE,genopets,41,2021-11-18T07:46:00.000Z,"gaming,solana-ecosystem,pantera-capital-portfolio,animoca-brands-portfolio,move-to-earn",,56537595,100000000,1225,0.08665014630618847,157934.53219108,0.6734899,-2.18601125,-17.05828305,4898990.87855003
30230,Pikamoon,PIKA,pikamoon-pika,11,2024-03-30T15:17:51.000Z,gaming,49891818542,17453432079.016533,49891818542,1226,0.0002800204387279664,57651.0502533,0.99268734,-8.29928289,-12.94071733,4887317.708074972
10047,EPIK Prime,EPIK,epik-prime,35,2021-05-25T00:00:00.000Z,"collectibles-nfts,gaming,metaverse,animoca-brands-portfolio",2000000000,1167451923,2000000000,1232,0.004117709242989875,209595.2841193,-0.00217119,2.35189052,-11.65691463,4807227.574083405
3908,Decimated,DIO,decimated,18,2019-05-03T00:00:00.000Z,"collectibles-nfts,gaming,solana-ecosystem,metaverse,play-to-earn",,435587921,1000000000,1245,0.010585717063611475,246088.58222541,3.53740077,4.49193946,6.17863293,4611010.488032747
27445,GameSwift,GSWIFT,gameswift,64,2023-07-05T05:33:51.000Z,"gaming,ethereum-ecosystem,polygon-ecosystem,arbitrum-ecosytem",1396500000,62621513,1396500000,1262,0.07081279357171867,206158.19934063,-0.23600492,-1.24982086,-11.77089988,4434404.273217698
30433,BlockGames,BLOCK,blockgames,25,2024-04-11T11:56:46.000Z,gaming,,83419967.63555744,1000000000,1263,0.05298969783329263,916510.45353125,0.39920594,0.10866407,-7.07982543,4420398.87827124
26585,PLANET,PLANET,planettoken,45,2023-06-02T06:49:38.000Z,"collectibles-nfts,gaming,real-world-assets",1000000000010,851450035658.0182,1000000000010,1271,5.0700375387389915e-06,248807.60005999,0.25670723,0.84445828,-10.18068576,4316883.643146805
13011,UNKJD,MBS,unkjd,23,2021-12-22T01:48:42.000Z,"gaming,solana-ecosystem,play-to-earn,base-ecosystem",,625437750,1000000000,1300,0.006389655985915645,41676.61538744,0.77109594,5.70655421,-3.49882083,3996332.063105113
28647,Catboy,CATBOY,cat-boy,13,2023-12-08T07:39:30.000Z,"collectibles-nfts,gaming,cat-themed",199999716.26139545,188527079.7642574,199999716.26139545,1304,0.02103118189989659,446614.02615409,-0.67518426,7.13459637,-17.76238412,3964947.307578411
15721,MagicCraft,MCRT,magiccraft,48,2021-12-07T06:40:50.000Z,"collectibles-nfts,gaming,mobile,metaverse,fantom-ecosystem,play-to-earn,bnb-chain",,4364257893,7199999993,1315,0.0008922242533088415,328781.27786412,0.08944411,0.5850708,-2.71108523,3893896.739829143
9954,Netvrk,NETVR,netvrk,31,2021-05-20T00:00:00.000Z,"platform,vr-ar,ai-big-data,collectibles-nfts,gaming,entertainment,dapp,metaverse,play-to-earn,ferrum-network,skyvision-capital-portfolio",,81004833,100000000,1317,0.0480154927047994,215891.53495457,1.12867645,13.68573658,-15.30363542,3889486.967964994
8399,Lotto,LOTTO,lotto,3,2021-02-04T00:00:00.000Z,"gambling,gaming,ethereum-ecosystem",2000000000,2000000000,2000000000,,,0,0,0,0,
10294,DeFi Land,DFL,defi-land,24,2021-11-25T00:48:37.000Z,"defi,gaming,solana-ecosystem,animoca-brands-portfolio",,7137303616,10000000000,1324,0.0005351861469295658,11762.96285338,-0.36810942,-1.63657108,5.41737795,3819786.0217134976
15240,SENATE,SENATE,senate,24,2021-12-15T15:15:04.000Z,"ai-big-data,collectibles-nfts,gaming,dao,metaverse,play-to-earn,animoca-brands-portfolio,vbc-ventures-portfolio",,119266567.67373034,191838966.88821703,1340,0.030466210613866063,17748.73895784,0.55252886,-0.02238754,-5.74383742,3633600.3699407782
12487,Dark Frontiers,DARK,dark-frontiers,18,2021-10-08T01:30:36.000Z,"gaming,metaverse,polkafoundry-red-kite",,173109555,250000000,1348,0.02066985664662956,117104.29367781,-0.11810101,-0.43055735,1.03860753,3578149.6860118355
19519,BRN Metaverse,BRN,brn-metaverse,11,2022-04-14T06:46:36.000Z,"gaming,binance-smart-chain,metaverse,web3",29700000,25592683.78869889,28103991.17465944,1354,0.135934369025473,703180.1522159,-0.89096867,-1.96749031,-6.36872943,3478925.3224852355
12813,Sinverse,SIN,sincity-token,24,2021-10-17T13:16:59.000Z,"gaming,metaverse,polkafoundry-red-kite,bullperks-launchpad,dwf-labs-portfolio",1000000000,669944168.6165829,1000000000,1399,0.004461168555598113,1043875.15447024,3.46225488,8.47041481,8.61261353,2988733.85903862
25033,Orbofi AI,OBI,orbofi-ai,9,2023-05-30T09:36:03.000Z,"gaming,binance-smart-chain,seedify,generative-ai",2000000000,414000000,2000000000,1427,0.006817337589847351,196318.66345555,-0.93570277,-1.77375058,-6.33472304,2822377.7621968035
23555,YOM,YOM,your-open-metaverse,8,2023-02-19T07:46:16.000Z,"gaming,solana-ecosystem,depin",299967253,103899006,299967253,1426,0.027159914235506687,14907.49864408,-2.27772004,-0.54212385,-10.76826539,2821888.0921143945
24106,Reality Metaverse,RMV,reality-metaverse,20,2023-04-12T09:29:32.000Z,gaming,,249893123,1000000000,1460,0.010046889440918158,222703.63030121,2.59776055,-0.28244837,-10.81004895,2510648.5788267623
4978,Wownero,WOW,wownero,4,2020-05-25T00:00:00.000Z,"mineable,pow,events,gambling,store-of-value,vr-ar,privacy,ringct,gaming,memes,scaling,metaverse,doggone-doggerel",184467440,66139439,66139439,1452,0.03879883339916049,1488007.75456004,1.21544932,-3.14540016,-9.11884203,2566133.0748749375
8620,TOWER,TOWER,tower-token,89,2021-03-01T00:00:00.000Z,"collectibles-nfts,gaming,entertainment,governance,metaverse,animoca-brands-portfolio",,1738959211.4811063,10000000000,1458,0.001449661051239794,37021.02819832,-0.80300753,-9.28827522,16.99794902,2520901.4385788236
15478,Decentral Games,DG,decentral-games,46,2021-12-02T04:24:32.000Z,"gambling,gaming,metaverse,dcg-portfolio",,234324415.07189304,931223031.8017753,1502,0.00916284178818427,11.3899543,-0.0961308,-0.49065432,9.61459292,2147077.542412577
28518,Morra,MORRA,morra,9,2023-11-28T00:29:10.000Z,"collectibles-nfts,gaming,ethereum-ecosystem",500000000,378686696.6485791,500000000,1511,0.0054788079249600274,12300.73365324,-0.22268854,3.90992003,-7.07624262,2074751.6746751692
8163,Exeedme,XED,exeedme,48,2021-01-02T00:00:00.000Z,"gambling,collectibles-nfts,gaming,dao,ethereum-ecosystem,launchpad,metaverse,polkastarter,polygon-ecosystem,play-to-earn,web3,bnb-chain",100000000,91396691.39667399,100000000,1522,0.022204427874629163,207757.16696066,-0.20048024,0.6582408,-5.1195009,2029411.2420971873
11560,DeHub,DHB,dehub,9,2021-09-01T20:42:38.000Z,"communications-social-media,gaming,binance-smart-chain,social-token,base-ecosystem",,4075792623.040547,4075792633.478587,1523,0.000497655467084932,697.01619395,0.06848649,-0.86107611,-24.26217827,2028340.4815605634
10861,Gamestarter,GAME,gamestarter,27,2021-07-12T00:00:00.000Z,"gaming,launchpad,metaverse,exnetwork-capital-portfolio",100000000,30464570.54281,100000000,1531,0.06549842083359676,128984.69420841,-1.2874992,-2.2174074,-9.38396321,1995381.2619277649
5541,Xaya,CHI,xaya,15,2020-05-05T00:00:00.000Z,"collectibles-nfts,gaming,metaverse,play-to-earn",,55505643.70125098,64647770.70125098,1535,0.03547307254467825,4303.00069326,-0.27508427,-2.85540255,-7.45232589,1968955.7256535392
2149,Unikoin Gold,UKG,unikoin-gold,2,2017-11-05T00:00:00.000Z,"gambling,gaming",,149397371.3500001,1000000000,,,0,0.67566435,1.64413162,12.56188727,
11990,Medacoin,MEDA,medacoin,9,2021-09-20T19:48:13.000Z,"collectibles-nfts,gaming,metaverse,play-to-earn",,81453552971.98886,100000000000,,,478.94442796,0.00163366,12.74801472,14.46264394,
31297,Bubble,BUBBLE,bubble-imaginaryones,20,2024-05-17T08:44:16.000Z,"collectibles-nfts,gaming,ethereum-ecosystem",10000000000,831335892.31,10000000000,1555,0.002235351921148119,5402327.29335972,-0.0186452,-0.16434062,-4.70078104,1858328.2839945443
31165,MetalCore,MCG,metalcore,13,2024-05-10T04:04:38.000Z,gaming,3000000000,432613240.05,3000000000,1556,0.0042517827503442,37040.31378067,-0.33224205,12.90345232,5.0043019,1839377.5116151047
9488,ZooKeeper,ZOO,zookeeper,15,2021-04-29T00:00:00.000Z,"collectibles-nfts,gaming,interoperability,yield-farming,avalanche-ecosystem,metaverse,play-to-earn",,468617539.30256355,483693365.2436424,1558,0.0039039615394530877,1144.88225498,0,3.12929926,-0.92353972,1829464.8501503537
10334,BabySwap,BABY,babyswap,93,2021-06-08T00:00:00.000Z,"collectibles-nfts,decentralized-exchange-dex-token,defi,gaming,yield-farming,amm,mvb,bnb-chain",1000000000,620895960,1000000000,1559,0.0029362312491158613,88618.62170136,-0.64142315,2.14110425,-5.00481747,1823094.1202017919
14722,DOGAMÍ,DOGA,dogami,16,2021-11-17T16:30:19.000Z,"collectibles-nfts,defi,gaming,metaverse,play-to-earn,animoca-brands-portfolio,animal-racing",1000000000,500239694,1000000000,1560,0.003634865919218081,19298.75874316,0.01773858,-0.39247514,-5.39755383,1818304.2151606816
6709,Vidya,VIDYA,vidya,12,2020-08-25T00:00:00.000Z,"collectibles-nfts,gaming",50000000,38415882.96320632,50000000,1566,0.04669759155093465,314165.50054428,1.51930094,0.83531699,-2.28324126,1793929.2116843178
14145,holoride,RIDE,holoride,9,2022-01-07T14:43:12.000Z,"vr-ar,collectibles-nfts,gaming,entertainment,smart-contracts,metaverse,play-to-earn,elrond-ecosystem,multiversx-ecosystem",1000000000,857841149,999794371,1565,0.0020957681738635416,14817.54476362,0.28181708,1.8023318,-0.11470459,1797836.1783047323
16057,Blink Galaxy,GQ,outer-ring-mmo-gq,66,2021-12-15T02:13:21.000Z,"gaming,metaverse,play-to-earn,kommunitas-launchpad,dwf-labs-portfolio",10000000000,5933475329.92,6010333038,1572,0.00029408552058093977,1239079.27829363,-1.04035576,0.35489111,0.755637,1744949.1812536865
11926,Thetan World,THG,thetan-arena,55,2021-09-16T17:25:22.000Z,"gaming,polkastarter,mvb,animoca-brands-portfolio",420000000,113584953.66,420000000,1585,0.0147780701083894,587425.59644202,0.08686347,-0.29630099,7.57194937,1678566.4084456412
9665,My DeFi Pet,DPET,my-defi-pet,31,2021-05-10T00:00:00.000Z,"collectibles-nfts,gaming,animoca-brands-portfolio,okx-ventures-portfolio,bnb-chain",,41657918.72598751,100000000,1587,0.03974426615728435,127921.32231866,0.12379633,2.51736294,4.03049265,1655663.4094041674
17605,Aether Games,AEG,aethergames,22,2022-01-25T01:56:33.000Z,"gaming,play-to-earn",,141741667,1000000000,1592,0.0114784351645623,139299.62787767,-0.74116832,-8.22286302,2.20495416,1626972.5347764797
20382,Battle World,BWO,battle-world,6,2022-05-31T06:30:32.000Z,"collectibles-nfts,gaming,play-to-earn",1000000000,830881438,1000000000,1608,0.0018278996934456594,144414.12102365,-0.03366743,-1.53411912,7.77066664,1518767.9258098886
20997,Wombat Web 3 Gaming Platform,WOMBAT,wombat-web-3-gaming-platform,53,2022-07-14T16:47:08.000Z,"gaming,ethereum-ecosystem",10000000000,4582136511.167964,9752715948.775179,1626,0.0003086085422201208,80334.52447796,2.14843821,-34.31486812,-33.42825913,1414086.4689651355
9461,X World Games,XWG,x-world-games,51,2021-04-27T00:00:00.000Z,"collectibles-nfts,gaming,play-to-earn,bnb-chain",10000000000,3418397436,9938481614,1632,0.0004039025493918228,22416.97954535,-0.9679385,0.72362554,-2.46925147,1380699.4392348705
22680,DinoLFG,DINO,dinolfg,19,2022-11-16T09:46:44.000Z,"gaming,memes,solana-ecosystem,web3",,312948493,333333333,1648,0.004210698277189682,2993.0837419,-0.00866773,-0.72988459,-1.37964815,1317731.6803242073
12240,MARS4,MARS4,mars4,21,2021-10-01T07:13:14.000Z,"collectibles-nfts,gaming,play-to-earn,okx-ventures-portfolio,dwf-labs-portfolio",4000000000,2483082772,4000000000,1656,0.0005114894997777002,170392.96361307,-0.30851732,-1.2716165,-6.35166191,1270070.7649569053
31463,LandRocker,LRT,landrocker,10,2024-05-27T09:09:56.000Z,"gaming,polygon-ecosystem,play-to-earn",10000000000,661087729.2082634,10000000000,1657,0.0019065190992645805,833392.16636004,-1.12729587,-1.84167119,-6.7978659,1260376.3820250053
23780,Decentrawood,DEOD,decentrawood,18,2023-03-06T14:07:41.000Z,"gaming,metaverse,polygon-ecosystem,generative-ai",2000000000,145445569.47384614,145445569.47384614,1669,0.008330801395885809,186714.05266238,-3.7102025,-0.43755003,-1.00484004,1211678.153198124
14133,WAM,WAM,wam-app,21,2021-12-20T21:07:01.000Z,"platform,ai-big-data,collectibles-nfts,gaming,binance-smart-chain,solana-ecosystem,dao-maker,play-to-earn,web3,cross-chain,elrond-ecosystem,multiversx-ecosystem,runes",,464780364.352,1000000000,1671,0.0025750078315922953,118821.47244405,0.2443906,0.57325083,-1.60210002,1196813.0781767205
12722,Cryowar,CWAR,cryowar,24,2021-10-14T08:48:55.000Z,"collectibles-nfts,gaming,solana-ecosystem,metaverse,play-to-earn,bullperks-launchpad",,260000000,1000000000,1687,0.004378867653330632,10113.58575696,0.45854127,3.12240636,8.44959562,1138505.5898659641
9200,Revomon,REVO,revomon,21,2021-04-12T00:00:00.000Z,"vr-ar,collectibles-nfts,gaming,metaverse,play-to-earn,bnb-chain",46000000,33432677.60827301,46000000,1689,0.03381043940173461,139249.64311565,-0.37055882,1.20237283,-7.77605966,1130373.520312244
18354,Rebel Bots,RBLS,rebel-bots,19,2022-02-24T10:22:46.000Z,"collectibles-nfts,gaming,polygon-ecosystem,play-to-earn,animoca-brands-portfolio",300000000,123295295,251883090,1697,0.009008809350522482,66.72468725,-0.04786006,1.72189417,-12.49624682,1110743.806471428
27862,Veloce,VEXT,veloce-vext,28,2023-09-04T10:04:03.000Z,"platform,sports,communications-social-media,loyalty,gaming,entertainment,dapp,ethereum-ecosystem,polygon-ecosystem,web3,real-world-assets",300000000,186592768.26999998,300000000,1711,0.005712019764934978,419191.50885267,-0.1603289,-0.34068987,-1.41112544,1065821.580352172
31074,Crypto Unicorns,CU,crypto-unicorns,14,2024-05-06T03:34:56.000Z,"gaming,staking,dao,arbitrum-ecosytem",,47309371.76656471,92830646.7825209,1738,0.02099727058577212,54749.33354611,-0.48301533,-1.49952397,-18.61111456,993367.6802254473
6891,Niftyx Protocol,SHROOM,niftyx-protocol,11,2020-09-04T00:00:00.000Z,"collectibles-nfts,defi,gaming,dao,yield-farming,governance,avalanche-ecosystem",65557424,51386058,65557424,1741,0.019162201296166685,0,0,2.33839859,10.93360211,984669.9872124965
